,Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
5800,Y,KDRN,ETF Opportunities Trust Kingsbarn Tactical Bond ETF,P, ,Y,100.0,N,,KDRN,KDRN,N
5801,Y,KE,"Kimball Electronics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KE,N
5802,Y,KEJI,Global X China Innovation ETF,Q,G,Y,100.0,N,N,,KEJI,N
5803,Y,KELYA,"Kelly Services, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,KELYA,N
5804,Y,KELYB,"Kelly Services, Inc. - Class B Common Stock",Q,Q,N,100.0,N,N,,KELYB,N
5805,Y,KEM,KraneShares Trust KraneShares Dynamic Emerging Markets Strategy ETF,P, ,Y,100.0,N,,KEM,KEM,N
5806,Y,KEMQ,KraneShares Emerging Markets Consumer Technology Index ETF,P, ,Y,100.0,N,,KEMQ,KEMQ,N
5807,Y,KEMX,KraneShares MSCI Emerging Markets ex China Index ETF,P, ,Y,100.0,N,,KEMX,KEMX,N
5808,Y,KEN,Kenon Holdings Ltd. Ordinary Shares,N, ,N,100.0,N,,KEN,KEN,N
5809,Y,KEP,Korea Electric Power Corporation Common Stock,N, ,N,100.0,N,,KEP,KEP,N
5810,Y,KEQU,Kewaunee Scientific Corporation - Common Stock,Q,G,N,100.0,N,N,,KEQU,N
5811,Y,KERN,Akerna Corp. - Common Stock,Q,S,N,100.0,N,D,,KERN,N
5812,Y,KERNW,Akerna Corp. - Warrant,Q,S,N,100.0,N,D,,KERNW,N
5813,Y,KESG,KraneShares MSCI China ESG Leaders Index ETF,P, ,Y,100.0,N,,KESG,KESG,N
5814,Y,KEUA,KraneShares European Carbon Allowance Strategy ETF,P, ,Y,100.0,N,,KEUA,KEUA,N
5815,Y,KEX,Kirby Corporation Common Stock,N, ,N,100.0,N,,KEX,KEX,N
5816,Y,KEY,KeyCorp Common Stock,N, ,N,100.0,N,,KEY,KEY,N
5821,Y,KEYS,Keysight Technologies Inc. Common Stock,N, ,N,100.0,N,,KEYS,KEYS,N
5822,Y,KF,"Korea Fund, Inc. (The) New Common Stock",N, ,N,100.0,N,,KF,KF,N
5823,Y,KFFB,Kentucky First Federal Bancorp - Common Stock,Q,G,N,100.0,N,N,,KFFB,N
5824,Y,KFRC,"Kforce, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KFRC,N
5825,Y,KFS,"Kingsway Financial Services, Inc. Common Stock (DE)",N, ,N,100.0,N,,KFS,KFS,N
5826,Y,KFVG,KraneShares Trust KraneShares CICC China 5G and Semiconductor Index ETF,P, ,Y,100.0,N,,KFVG,KFVG,N
5827,Y,KFY,Korn Ferry Common Stock,N, ,N,100.0,N,,KFY,KFY,N
5828,Y,KFYP,KraneShares CICC China Leaders 100 Index ETF,P, ,Y,100.0,N,,KFYP,KFYP,N
5829,Y,KGC,Kinross Gold Corporation Common Stock,N, ,N,100.0,N,,KGC,KGC,N
5830,Y,KGRN,KraneShares MSCI China Clean Technology Index ETF,P, ,Y,100.0,N,,KGRN,KGRN,N
5831,Y,KGRO,KraneShares China Innovation ETF,P, ,Y,100.0,N,,KGRO,KGRO,N
5832,Y,KGS,"Kodiak Gas Services, Inc. Common Stock",N, ,N,100.0,N,,KGS,KGS,N
5833,Y,KHC,The Kraft Heinz Company - Common Stock,Q,Q,N,100.0,N,N,,KHC,N
5834,Y,KHYB,KraneShares Asia Pacific High Income Bond ETF,P, ,Y,100.0,N,,KHYB,KHYB,N
5835,Y,KIDS,OrthoPediatrics Corp. - Common Stock,Q,G,N,100.0,N,N,,KIDS,N
5836,Y,KIE,SPDR S&P Insurance ETF,P, ,Y,100.0,N,,KIE,KIE,N
5837,Y,KIM,Kimco Realty Corporation (HC) Common Stock,N, ,N,100.0,N,,KIM,KIM,N
5840,Y,KIND,"Nextdoor Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,KIND,KIND,N
5841,Y,KINS,"Kingstone Companies, Inc - Common Stock",Q,S,N,100.0,N,N,,KINS,N
5842,Y,KIO,KKR Income Opportunities Fund Common Shares,N, ,N,100.0,N,,KIO,KIO,N
5843,Y,KIQ,Kelso Technologies Inc Ordinary Shares,A, ,N,100.0,N,,KIQ,KIQ,N
5844,Y,KIRK,"Kirkland's, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KIRK,N
5845,Y,KITT,"Nauticus Robotics, Inc. - Common stock",Q,S,N,100.0,N,N,,KITT,N
5846,Y,KITTW,"Nauticus Robotics, Inc. - Warrant",Q,S,N,100.0,N,N,,KITTW,N
5847,Y,KJAN,Innovator U.S. Small Cap Power Buffer ETF - January,Z, ,Y,100.0,N,,KJAN,KJAN,N
5848,Y,KJUL,Innovator U.S. Small Cap Power Buffer ETF - July,Z, ,Y,100.0,N,,KJUL,KJUL,N
5849,Y,KKR,KKR & Co. Inc. Common Stock,N, ,N,100.0,N,,KKR,KKR,N
5851,Y,KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,N, ,N,100.0,N,,KKRS,KKRS,N
5852,Y,KLAC,KLA Corporation  - Common Stock,Q,Q,N,100.0,N,N,,KLAC,N
5853,Y,KLDW,Knowledge Leaders Developed World ETF,P, ,Y,100.0,N,,KLDW,KLDW,N
5854,Y,KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KLIC,N
5855,Y,KLIP,KraneShares Trust KraneShares China Internet and Covered Call Strategy ETF,P, ,Y,100.0,N,,KLIP,KLIP,N
5856,Y,KLNE,Direxion Daily Global Clean Energy Bull 2X Shares,P, ,Y,100.0,N,,KLNE,KLNE,N
5857,Y,KLR,"Kaleyra, Inc. Common Stock",N, ,N,100.0,N,,KLR,KLR,N
5859,Y,KLTR,"Kaltura, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KLTR,N
5860,Y,KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,Q,N,100.0,N,N,,KLXE,N
5861,Y,KMB,Kimberly-Clark Corporation Common Stock,N, ,N,100.0,N,,KMB,KMB,N
5862,Y,KMDA,Kamada Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,KMDA,N
5863,Y,KMED,KraneShares Trust KraneShares Emerging Markets Healthcare Index ETF,P, ,Y,100.0,N,,KMED,KMED,N
5864,Y,KMET,KraneShares Trust KraneShares Electrification Metals Strategy ETF,P, ,Y,100.0,N,,KMET,KMET,N
5865,Y,KMF,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",N, ,N,100.0,N,,KMF,KMF,N
5866,Y,KMI,"Kinder Morgan, Inc. Common Stock",N, ,N,100.0,N,,KMI,KMI,N
5867,Y,KMLM,KFA Mount Lucas Managed Futures Index Strategy ETF,P, ,Y,100.0,N,,KMLM,KMLM,N
5868,Y,KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,N, ,N,100.0,N,,KMPB,KMPB,N
5869,Y,KMPR,Kemper Corporation,N, ,N,100.0,N,,KMPR,KMPR,N
5870,Y,KMT,Kennametal Inc. Common Stock,N, ,N,100.0,N,,KMT,KMT,N
5871,Y,KMX,CarMax Inc,N, ,N,100.0,N,,KMX,KMX,N
5872,Y,KN,Knowles Corporation Common Stock,N, ,N,100.0,N,,KN,KN,N
5873,Y,KNCT,Invesco Next Gen Connectivity ETF,P, ,Y,100.0,N,,KNCT,KNCT,N
5874,Y,KNDI,"Kandi Technologies Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KNDI,N
5875,Y,KNF,Knife Riv Holding Co. Common Stock,N, ,N,100.0,N,,KNF,KNF,N
5876,Y,KNG,FT Cboe Vest S&P 500 Dividend Aristocrats Target Income ETF,Z, ,Y,100.0,N,,KNG,KNG,N
5877,Y,KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N, ,N,100.0,N,,KNOP,KNOP,N
5878,Y,KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock",Q,Q,N,100.0,N,N,,KNSA,N
5879,Y,KNSL,"Kinsale Capital Group, Inc. Common Stock",N, ,N,100.0,N,,KNSL,KNSL,N
5880,Y,KNSW,KnightSwan Acquisition Corporation Class A Common Stock,N, ,N,100.0,N,,KNSW,KNSW,N
5883,Y,KNTE,Kinnate Biopharma Inc. - Common Stock,Q,Q,N,100.0,N,N,,KNTE,N
5884,Y,KNTK,Kinetik Holdings Inc. Class A Common Stock,N, ,N,100.0,N,,KNTK,KNTK,N
5885,Y,KNW,"Know Labs, Inc. Common Stock",A, ,N,100.0,N,,KNW,KNW,N
5886,Y,KNX,Knight-Swift Transportation Holdings Inc.,N, ,N,100.0,N,,KNX,KNX,N
5887,Y,KO,Coca-Cola Company (The) Common Stock,N, ,N,100.0,N,,KO,KO,N
5888,Y,KOCG,NEOS ETF Trust FIS Knights of Columbus Global Belief ETF,P, ,Y,100.0,N,,KOCG,KOCG,N
5889,Y,KOCT,Innovator U.S. Small Cap Power Buffer ETF - October,Z, ,Y,100.0,N,,KOCT,KOCT,N
5890,Y,KOD,Kodiak Sciences Inc - Common Stock,Q,G,N,100.0,N,N,,KOD,N
5891,Y,KODK,Eastman Kodak Company Common New,N, ,N,100.0,N,,KODK,KODK,N
5892,Y,KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",N, ,N,100.0,N,,KOF,KOF,N
5893,Y,KOIN,Capital Link Global Fintech Leaders ETF,P, ,Y,100.0,N,,KOIN,KOIN,N
5894,Y,KOKU,Xtrackers MSCI Kokusai Equity ETF,P, ,Y,100.0,N,,KOKU,KOKU,N
5895,Y,KOLD,ProShares UltraShort Bloomberg Natural Gas,P, ,Y,100.0,N,,KOLD,KOLD,N
5896,Y,KOMP,SPDR S&P Kensho New Economies Composite ETF,P, ,Y,100.0,N,,KOMP,KOMP,N
5897,Y,KONG,ETF Opportunities Trust Formidable Fortress ETF,P, ,Y,100.0,N,,KONG,KONG,N
5898,Y,KOP,Koppers Holdings Inc. Common Stock,N, ,N,100.0,N,,KOP,KOP,N
5899,Y,KOPN,Kopin Corporation - Common Stock,Q,S,N,100.0,N,N,,KOPN,N
5900,Y,KORE,"KORE Group Holdings, Inc. Common Stock",N, ,N,100.0,N,,KORE,KORE,N
5902,Y,KORP,American Century Diversified Corporate Bond ETF,P, ,Y,100.0,N,,KORP,KORP,N
5903,Y,KORU,Direxion Daily South Korea Bull 3X Shares,P, ,Y,100.0,N,,KORU,KORU,N
5904,Y,KOS,Kosmos Energy Ltd. Common Shares (DE),N, ,N,100.0,N,,KOS,KOS,N
5905,Y,KOSS,Koss Corporation - Common Stock,Q,S,N,100.0,N,N,,KOSS,N
5906,Y,KPLT,"Katapult Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,KPLT,N
5907,Y,KPLTW,"Katapult Holdings, Inc. - Warrant",Q,G,N,100.0,N,N,,KPLTW,N
5908,Y,KPOP,Exchange Traded Concepts Trust KPOP and Korean Entertainment ETF,P, ,Y,100.0,N,,KPOP,KPOP,N
5909,Y,KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",Q,S,N,100.0,N,D,,KPRX,N
5910,Y,KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,KPTI,N
5911,Y,KR,Kroger Company (The) Common Stock,N, ,N,100.0,N,,KR,KR,N
5912,Y,KRBN,KraneShares Global Carbon Strategy ETF,P, ,Y,100.0,N,,KRBN,KRBN,N
5913,Y,KRBP,"Kiromic BioPharma, Inc. - Common Stock",Q,S,N,100.0,N,D,,KRBP,N
5914,Y,KRC,Kilroy Realty Corporation Common Stock,N, ,N,100.0,N,,KRC,KRC,N
5915,Y,KRE,SPDR S&P Regional Banking ETF,P, ,Y,100.0,N,,KRE,KRE,N
5916,Y,KREF,KKR Real Estate Finance Trust Inc. Common Stock,N, ,N,100.0,N,,KREF,KREF,N
5918,Y,KRG,Kite Realty Group Trust Common Stock,N, ,N,100.0,N,,KRG,KRG,N
5919,Y,KRKR,36Kr Holdings Inc. - American Depositary Shares,Q,G,N,100.0,N,N,,KRKR,N
5920,Y,KRMA,Global X Conscious Companies ETF,Q,G,Y,100.0,N,N,,KRMA,N
5921,Y,KRMD,"KORU Medical Systems, Inc. - Common Stock",Q,S,N,100.0,N,N,,KRMD,N
5922,Y,KRNL,"Kernel Group Holdings, Inc. - Class A Ordinary Shares",Q,S,N,100.0,N,N,,KRNL,N
5923,Y,KRNLU,"Kernel Group Holdings, Inc. - Units",Q,S,N,100.0,N,N,,KRNLU,N
5924,Y,KRNLW,"Kernel Group Holdings, Inc. - Warrants",Q,S,N,100.0,N,N,,KRNLW,N
5925,Y,KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,KRNT,N
5926,Y,KRNY,Kearny Financial - Common Stock,Q,Q,N,100.0,N,N,,KRNY,N
5927,Y,KRO,Kronos Worldwide Inc Common Stock,N, ,N,100.0,N,,KRO,KRO,N
5928,Y,KRON,"Kronos Bio, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KRON,N
5929,Y,KROP,Global X AgTech & Food Innovation ETF,Q,G,Y,100.0,N,N,,KROP,N
5930,Y,KROS,"Keros Therapeutics, Inc. - common stock",Q,G,N,100.0,N,N,,KROS,N
5931,Y,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N, ,N,100.0,N,,KRP,KRP,N
5932,Y,KRT,Karat Packaging Inc. - Common Stock,Q,Q,N,100.0,N,N,,KRT,N
5933,Y,KRTX,"Karuna Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,KRTX,N
5934,Y,KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,KRUS,N
5935,Y,KRUZ,Series Portfolios Trust Unusual Whales Subversive Republican Trading ETF,Z, ,Y,100.0,N,,KRUZ,KRUZ,N
5936,Y,KRYS,"Krystal Biotech, Inc. - Common Stock",Q,G,N,100.0,N,N,,KRYS,N
5937,Y,KSA,iShares Trust iShares MSCI Saudi Arabia ETF,P, ,Y,100.0,N,,KSA,KSA,N
5938,Y,KSCP,"Knightscope, Inc. - Class A Common Stock",Q,G,N,100.0,N,N,,KSCP,N
5939,Y,KSET,KraneShares Trust KraneShares Global Carbon Offset Strategy ETF,P, ,Y,100.0,N,,KSET,KSET,N
5940,Y,KSM,DWS Strategic Municipal Income Trust,N, ,N,100.0,N,,KSM,KSM,N
5941,Y,KSS,Kohl's Corporation Common Stock,N, ,N,100.0,N,,KSS,KSS,N
5942,Y,KSTR,KraneShares SSE STAR Market 50 Index ETF,P, ,Y,100.0,N,,KSTR,KSTR,N
5943,Y,KT,KT Corporation Common Stock,N, ,N,100.0,N,,KT,KT,N
5944,Y,KTB,"Kontoor Brands, Inc. Common Stock ",N, ,N,100.0,N,,KTB,KTB,N
5945,Y,KTCC,Key Tronic Corporation - Common Stock,Q,G,N,100.0,N,N,,KTCC,N
5946,Y,KTEC,KraneShares Hang Seng TECH Index ETF,P, ,Y,100.0,N,,KTEC,KTEC,N
5947,Y,KTF,DWS Municipal Income Trust,N, ,N,100.0,N,,KTF,KTF,N
5948,Y,KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,N, ,N,100.0,N,,KTH,KTH,N
5949,Y,KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),N, ,N,100.0,N,,KTN,KTN,N
5950,Y,KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KTOS,N
5951,Y,KTRA,"Kintara Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,KTRA,N
5952,Y,KTTA,Pasithea Therapeutics Corp. - Common Stock,Q,S,N,100.0,N,D,,KTTA,N
5953,Y,KTTAW,Pasithea Therapeutics Corp. - Warrant,Q,S,N,100.0,N,N,,KTTAW,N
5954,Y,KUKE,"Kuke Music Holding Limited American Depositary Shares, each representing one Ordinary Share",N, ,N,100.0,N,,KUKE,KUKE,N
5955,Y,KULR,"KULR Technology Group, Inc. Common Stock",A, ,N,100.0,N,,KULR,KULR,N
5956,Y,KURA,"Kura Oncology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KURA,N
5957,Y,KURE,KraneShares MSCI All China Health Care Index ETF,P, ,Y,100.0,N,,KURE,KURE,N
5958,Y,KVACU,Keen Vision Acquisition Corporation - Units,Q,G,N,100.0,N,N,,KVACU,N
5959,Y,KVHI,"KVH Industries, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KVHI,N
5960,Y,KVLE,KraneShares Trust KFA Value Line Dynamic Core Equity Index ETF,P, ,Y,100.0,N,,KVLE,KVLE,N
5961,Y,KVSA,Khosla Ventures Acquisition Co. - Class A Common Stock,Q,S,N,100.0,N,D,,KVSA,N
5962,Y,KVUE,Kenvue Inc. Common Stock,N, ,N,100.0,N,,KVUE,KVUE,N
5963,Y,KW,Kennedy-Wilson Holdings Inc. Common Stock,N, ,N,100.0,N,,KW,KW,N
5964,Y,KWE,"KWESST Micro Systems Inc. - common stock, no R/S concurrent with offering",Q,S,N,100.0,N,N,,KWE,N
5965,Y,KWEB,KraneShares Trust KraneShares CSI China Internet ETF,P, ,Y,100.0,N,,KWEB,KWEB,N
5966,Y,KWESW,KWESST Micro Systems Inc. - warrant,Q,S,N,100.0,N,N,,KWESW,N
5967,Y,KWR,Quaker Houghton Common Stock,N, ,N,100.0,N,,KWR,KWR,N
5968,Y,KWT,iShares Trust iShares MSCI Kuwait ETF,Z, ,Y,100.0,N,,KWT,KWT,N
5969,Y,KXI,iShares Global Consumer Staples ETF,P, ,Y,100.0,N,,KXI,KXI,N
5970,Y,KXIN,Kaixin Auto Holdings - Ordinary Shares,Q,S,N,100.0,N,D,,KXIN,N
5971,Y,KYCH,Keyarch Acquisition Corporation - Ordinary Shares,Q,S,N,100.0,N,N,,KYCH,N
5973,Y,KYCHU,Keyarch Acquisition Corporation - Unit,Q,S,N,100.0,N,N,,KYCHU,N
5974,Y,KYCHW,Keyarch Acquisition Corporation - Warrant,Q,S,N,100.0,N,N,,KYCHW,N
5975,Y,KYMR,"Kymera Therapeutics, Inc. - Common Stock",Q,G,N,100.0,N,N,,KYMR,N
5976,Y,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",N, ,N,100.0,N,,KYN,KYN,N
5977,Y,KZIA,Kazia Therapeutics Limited - American Depositary Shares,Q,S,N,100.0,N,N,,KZIA,N
5978,Y,KZR,"Kezar Life Sciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,KZR,N
5979,Y,L,Loews Corporation Common Stock,N, ,N,100.0,N,,L,L,N
5980,Y,LAB,Standard BioTools Inc. - Common Stock,Q,Q,N,100.0,N,N,,LAB,N
5981,Y,LABD,Direxion Daily S&P Biotech Bear 3X Shares,P, ,Y,100.0,N,,LABD,LABD,N
5982,Y,LABP,"Landos Biopharma, Inc. - Common Stock",Q,S,N,100.0,N,N,,LABP,N
5983,Y,LABU,Direxion Daily S&P Biotech Bull 3X Shares,P, ,Y,100.0,N,,LABU,LABU,N
5984,Y,LAC,Lithium Americas Corp. Common Shares,N, ,N,100.0,N,,LAC,LAC,N
5985,Y,LAD,"Lithia Motors, Inc. Common Stock",N, ,N,100.0,N,,LAD,LAD,N
5986,Y,LADR,Ladder Capital Corp Class A Common Stock,N, ,N,100.0,N,,LADR,LADR,N
5987,Y,LAES,SEALSQ Corp - Ordinary Shares,Q,G,N,100.0,N,N,,LAES,N
5988,Y,LAKE,"Lakeland Industries, Inc. - Common Stock",Q,G,N,100.0,N,N,,LAKE,N
5989,Y,LALT,First Trust Exchange-Traded Fund VIII First Trust Multi-Strategy Alternative ETF,P, ,Y,100.0,N,,LALT,LALT,N
5990,Y,LAMR,Lamar Advertising Company - Class A Common Stock,Q,Q,N,100.0,N,N,,LAMR,N
5991,Y,LANC,Lancaster Colony Corporation - Common Stock,Q,Q,N,100.0,N,N,,LANC,N
5992,Y,LAND,Gladstone Land Corporation - Common Stock,Q,G,N,100.0,N,N,,LAND,N
5993,Y,LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,Q,G,N,100.0,N,N,,LANDM,N
5994,Y,LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,Q,G,N,100.0,N,N,,LANDO,N
5995,Y,LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,Q,G,N,100.0,N,N,,LANDP,N
5996,Y,LANV,Lanvin Group Holdings Limited Ordinary Shares,N, ,N,100.0,N,,LANV,LANV,N
5998,Y,LARK,Landmark Bancorp Inc. - Common Stock,Q,G,N,100.0,N,N,,LARK,N
5999,Y,LASE,Laser Photonics Corporation - Common Stock,Q,S,N,100.0,N,N,,LASE,N
6000,Y,LASR,"nLIGHT, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LASR,N
6001,Y,LATG,LatAmGrowth SPAC - Class A Ordinary Shares,Q,G,N,100.0,N,N,,LATG,N
6002,Y,LATGU,LatAmGrowth SPAC - Units,Q,G,N,100.0,N,N,,LATGU,N
6003,Y,LAUR,"Laureate Education, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LAUR,N
6004,Y,LAW,"CS Disco, Inc. Common Stock",N, ,N,100.0,N,,LAW,LAW,N
6005,Y,LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock",N, ,N,100.0,N,,LAZ,LAZ,N
6006,Y,LAZR,"Luminar Technologies, Inc.  - Class A Common Stock",Q,Q,N,100.0,N,N,,LAZR,N
6007,Y,LAZY,"Lazydays Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,LAZY,N
6008,Y,LBAI,"Lakeland Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LBAI,N
6009,Y,LBAY,Leatherback Long/Short Alternative Yield ETF,P, ,Y,100.0,N,,LBAY,LBAY,N
6010,Y,LBBB,Lakeshore Acquisition II Corp. - Ordinary Shares,Q,G,N,100.0,N,N,,LBBB,N
6012,Y,LBBBU,Lakeshore Acquisition II Corp. - Unit,Q,G,N,100.0,N,N,,LBBBU,N
6013,Y,LBBBW,Lakeshore Acquisition II Corp. - Warrants,Q,G,N,100.0,N,N,,LBBBW,N
6014,Y,LBC,Luther Burbank Corporation - Common Stock,Q,Q,N,100.0,N,N,,LBC,N
6015,Y,LBPH,"Longboard Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,LBPH,N
6016,Y,LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,Q,N,100.0,N,N,,LBRDA,N
6017,Y,LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,Q,N,100.0,N,N,,LBRDK,N
6018,Y,LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,Q,Q,N,100.0,N,N,,LBRDP,N
6019,Y,LBRT,Liberty Energy Inc. Class A common stock,N, ,N,100.0,N,,LBRT,LBRT,N
6020,Y,LBTYA,Liberty Global plc - Class A Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYA,N
6021,Y,LBTYB,Liberty Global plc - Class B Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYB,N
6022,Y,LBTYK,Liberty Global plc - Class C Ordinary Shares,Q,Q,N,100.0,N,N,,LBTYK,N
6023,Y,LC,LendingClub Corporation Common Stock,N, ,N,100.0,N,,LC,LC,N
6024,Y,LCA,"Landcadia Holdings IV, Inc. - Class A Common Stock",Q,S,N,100.0,N,D,,LCA,N
6025,Y,LCAA,L Catterton Asia Acquisition Corp - Class A Ordinary Shares,Q,S,N,100.0,N,N,,LCAA,N
6026,Y,LCAAU,L Catterton Asia Acquisition Corp - Units,Q,S,N,100.0,N,N,,LCAAU,N
6027,Y,LCAAW,L Catterton Asia Acquisition Corp - Warrant,Q,S,N,100.0,N,N,,LCAAW,N
6028,Y,LCAHU,"Landcadia Holdings IV, Inc. - Units",Q,S,N,100.0,N,D,,LCAHU,N
6029,Y,LCAHW,"Landcadia Holdings IV, Inc. - Warrant",Q,S,N,100.0,N,D,,LCAHW,N
6030,Y,LCF,Touchstone ETF Trust Touchstone US Large Cap Focused ETF,Z, ,Y,100.0,N,,LCF,LCF,N
6031,Y,LCFY,Locafy Limited - Ordinary Share,Q,S,N,100.0,N,D,,LCFY,N
6032,Y,LCFYW,Locafy Limited - Warrant,Q,S,N,100.0,N,D,,LCFYW,N
6033,Y,LCG,Sterling Capital Focus Equity ETF,P, ,Y,100.0,N,,LCG,LCG,N
6034,Y,LCID,"Lucid Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LCID,N
6035,Y,LCII,LCI Industries,N, ,N,100.0,N,,LCII,LCII,N
6036,Y,LCLG,Advisors Series Trust Logan Capital Broad Innovative Growth ETF,P, ,Y,100.0,N,,LCLG,LCLG,N
6037,Y,LCNB,LCNB Corporation - Common Stock,Q,S,N,100.0,N,N,,LCNB,N
6038,Y,LCR,Leuthold Core ETF,P, ,Y,100.0,N,,LCR,LCR,N
6039,Y,LCTD,BlackRock World ex U.S. Carbon Transition Readiness ETF,P, ,Y,100.0,N,,LCTD,LCTD,N
6040,Y,LCTU,BlackRock U.S. Carbon Transition Readiness ETF,P, ,Y,100.0,N,,LCTU,LCTU,N
6041,Y,LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",A, ,N,100.0,N,,LCTX,LCTX,N
6042,Y,LCUT,"Lifetime Brands, Inc. - Common Stock",Q,Q,N,100.0,N,N,,LCUT,N
6043,Y,LCW,Learn CW Investment Corporation Class A Ordinary Shares,N, ,N,100.0,N,,LCW,LCW,N
6046,Y,LDEM,iShares ESG MSCI EM Leaders ETF,Q,G,Y,100.0,N,N,,LDEM,N
6047,Y,LDI,"loanDepot, Inc. Class A Common Stock",N, ,N,100.0,N,,LDI,LDI,N
6048,Y,LDOS,"Leidos Holdings, Inc. Common Stock",N, ,N,100.0,N,,LDOS,LDOS,N
6049,Y,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N, ,N,100.0,N,,LDP,LDP,N
6050,Y,LDSF,First Trust Low Duration Strategic Focus ETF,Q,G,Y,100.0,N,N,,LDSF,N
6051,Y,LDUR,PIMCO Enhanced Low Duration Active Exchange-Traded Fund,P, ,Y,100.0,N,,LDUR,LDUR,N
6052,Y,LDWY,"Lendway, Inc. - Common Stock",Q,S,N,100.0,N,N,,LDWY,N
6053,Y,LE,"Lands' End, Inc. - Common Stock",Q,S,N,100.0,N,N,,LE,N
6054,Y,LEA,Lear Corporation Common Stock,N, ,N,100.0,N,,LEA,LEA,N
6055,Y,LEAD,Siren DIVCON Leaders Dividend ETF,Z, ,Y,100.0,N,,LEAD,LEAD,N
6056,Y,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,Q,N,100.0,N,N,,LECO,N
6057,Y,LEDS,SemiLEDS Corporation - Common Stock,Q,S,N,100.0,N,D,,LEDS,N
6058,Y,LEE,"Lee Enterprises, Incorporated - Common Stock",Q,Q,N,100.0,N,N,,LEE,N
6059,Y,LEG,"Leggett & Platt, Incorporated Common Stock",N, ,N,100.0,N,,LEG,LEG,N
6060,Y,LEGH,Legacy Housing Corporation - Common Stock,Q,Q,N,100.0,N,D,,LEGH,N
6061,Y,LEGN,Legend Biotech Corporation - American Depositary Shares,Q,Q,N,100.0,N,N,,LEGN,N
6062,Y,LEGR,First Trust Indxx Innovative Transaction & Process ETF,Q,G,Y,100.0,N,N,,LEGR,N
6063,Y,LEJU,"Leju Holdings Limited American Depositary Shares, each representing one Ordinary share",N, ,N,100.0,N,,LEJU,LEJU,N
